Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
Min	0 [0s]	0 [0s]	770.396 [0s]	6.87549 [0s]	8.01754 [0.3s]	0 [0s]	0 [0s]	82.8846 [1.8s]	0 [0s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	0 [0s]	12.3759 [0s]	6.32 [0s]	0 [0s]	-8 [0.3s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	-638362 [2.4s]
Max	3563.94 [259.2s]	4949.92 [259.2s]	814.751 [259.2s]	6.87549 [0s]	10.1488 [0s]	0 [0s]	45.5834 [259.2s]	126.307 [0s]	5.68546 [259.2s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	359.747 [297s]	12.3759 [0s]	8 [0.3s]	0 [0s]	-6.32 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	296420 [6.9s]
Mean	3544.15	4922.43	812.568	6.87549	8.01966	0	45.3303	83.1904	5.65389	64.1403	8.72665	2.90888	178.502	12.3759	7.99833	0	-7.99833	0	0	0	0	0	0	0	0	-151577
Standard deviation	112.621	156.418	2.03476	nan	0.067295	0	1.44044	1.37183	0.179661	nan	1.89781e-06	nan	104.226	nan	0.0530468	0	0.0530468	0	0	0	0	0	0	0	0	256401
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
102	3563.43	4949.21	814.685	6.87549	8.01754	0	45.5769	83.3598	5.68465	64.1403	8.72665	2.90888	235.424	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-229662
102.3	3562.69	4948.18	814.593	6.87549	8.01754	0	45.5675	83.3504	5.68347	64.1403	8.72665	2.90888	247.8	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-6038.54
102.6	3556.18	4939.14	813.741	6.87549	8.01754	0	45.4842	83.2632	5.67308	64.1403	8.72665	2.90888	260.176	12.3759	8	0	-8	0	0	0	0	0	0	0	0	162524
102.9	3546.12	4925.16	812.413	6.87549	8.01754	0	45.3555	83.1273	5.65703	64.1403	8.72665	2.90888	272.552	12.3759	8	0	-8	0	0	0	0	0	0	0	0	208920
103.2	3536.39	4911.66	811.117	6.87549	8.01754	0	45.2311	82.9946	5.64152	64.1403	8.72665	2.90888	284.928	12.3759	8	0	-8	0	0	0	0	0	0	0	0	108667
103.5	3531.32	4904.61	810.432	6.87549	8.01754	0	45.1662	82.9245	5.63343	64.1403	8.72665	2.90888	297.303	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-102337
103.8	3533.26	4907.3	810.682	6.87549	8.01754	0	45.191	82.9502	5.63652	64.1403	8.72665	2.90888	309.679	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-334548
104.1	3541.32	4918.51	811.751	6.87549	8.01754	0	45.2942	83.0595	5.64939	64.1403	8.72665	2.90888	322.055	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-487259
104.4	3551.82	4933.08	813.143	6.87549	8.01754	0	45.4284	83.202	5.66613	64.1403	8.72665	2.90888	334.431	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-499490
104.7	3560.38	4944.98	814.275	6.87549	8.01754	0	45.5379	83.3178	5.67979	64.1403	8.72665	2.90888	346.807	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-373422
105	3563.91	4949.88	814.745	6.87549	8.01754	0	45.583	83.3659	5.68542	64.1403	8.72665	2.90888	359.183	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-162146
105.3	3561.3	4946.25	814.407	6.87549	8.01754	0	45.5496	83.3313	5.68125	64.1403	8.72665	2.90888	11.5587	12.3759	8	0	-8	0	0	0	0	0	0	0	0	53072.1
105.6	3553.38	4935.26	813.37	6.87549	8.01754	0	45.4484	83.2252	5.66862	64.1403	8.72665	2.90888	23.9346	12.3759	8	0	-8	0	0	0	0	0	0	0	0	189751
105.9	3542.94	4920.76	811.989	6.87549	8.01754	0	45.3149	83.0838	5.65197	64.1403	8.72665	2.90888	36.3105	12.3759	8	0	-8	0	0	0	0	0	0	0	0	191443
106.2	3534.2	4908.62	810.821	6.87549	8.01754	0	45.2031	82.9644	5.63803	64.1403	8.72665	2.90888	48.6863	12.3759	8	0	-8	0	0	0	0	0	0	0	0	50638
106.5	3531.14	4904.37	810.405	6.87549	8.01754	0	45.164	82.9218	5.63315	64.1403	8.72665	2.90888	61.0622	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-177863
106.8	3535.18	4909.97	810.937	6.87549	8.01754	0	45.2156	82.9762	5.63958	64.1403	8.72665	2.90888	73.4381	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-395517
107.1	3544.44	4922.83	812.166	6.87549	8.01754	0	45.334	83.102	5.65436	64.1403	8.72665	2.90888	85.814	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-509043
107.4	3554.78	4937.19	813.537	6.87549	8.01754	0	45.4662	83.2423	5.67085	64.1403	8.72665	2.90888	98.1899	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-476002
107.7	3562.04	4947.28	814.498	6.87549	8.01754	0	45.5591	83.3406	5.68243	64.1403	8.72665	2.90888	110.566	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-316203
108	3563.73	4949.63	814.728	6.87549	8.01754	0	45.5808	83.3641	5.68513	64.1403	8.72665	2.90888	122.942	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-94209.8
108.3	3559.33	4943.52	814.155	6.87549	8.01754	0	45.5245	83.3055	5.67811	64.1403	8.72665	2.90888	135.318	12.3759	8	0	-8	0	0	0	0	0	0	0	0	105685
108.6	3550.26	4930.92	812.965	6.87549	8.01754	0	45.4085	83.1837	5.66365	64.1403	8.72665	2.90888	147.693	12.3759	8	0	-8	0	0	0	0	0	0	0	0	205866
108.9	3539.86	4916.48	811.584	6.87549	8.01754	0	45.2755	83.0424	5.64705	64.1403	8.72665	2.90888	160.069	12.3759	8	0	-8	0	0	0	0	0	0	0	0	162717
109.2	3532.5	4906.26	810.599	6.87549	8.01754	0	45.1814	82.9416	5.63532	64.1403	8.72665	2.90888	172.445	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-12792.3
109.5	3531.61	4905.01	810.471	6.87549	8.01754	0	45.1699	82.9285	5.63388	64.1403	8.72665	2.90888	184.821	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-248887
109.8	3537.58	4913.31	811.26	6.87549	8.01754	0	45.2463	83.0093	5.64341	64.1403	8.72665	2.90888	197.197	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-442795
110.1	3547.66	4927.31	812.598	6.87549	8.01754	0	45.3752	83.1462	5.65949	64.1403	8.72665	2.90888	209.573	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-512998
110.4	3557.44	4940.9	813.892	6.87549	8.01754	0	45.5003	83.2786	5.6751	64.1403	8.72665	2.90888	221.949	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-436711
110.7	3563.21	4948.9	814.655	6.87549	8.01754	0	45.5741	83.3567	5.6843	64.1403	8.72665	2.90888	234.325	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-249692
111	3563.02	4948.64	814.635	6.87549	8.01754	0	45.5716	83.3546	5.68399	64.1403	8.72665	2.90888	246.7	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-25290.9
111.3	3556.96	4940.23	813.843	6.87549	8.01754	0	45.4942	83.2736	5.67433	64.1403	8.72665	2.90888	259.076	12.3759	8	0	-8	0	0	0	0	0	0	0	0	151318
111.6	3547.08	4926.5	812.54	6.87549	8.01754	0	45.3677	83.1403	5.65856	64.1403	8.72665	2.90888	271.452	12.3759	8	0	-8	0	0	0	0	0	0	0	0	210296
111.9	3537.14	4912.69	811.216	6.87549	8.01754	0	45.2406	83.0048	5.64271	64.1403	8.72665	2.90888	283.828	12.3759	8	0	-8	0	0	0	0	0	0	0	0	122607
112.2	3531.51	4904.88	810.458	6.87549	8.01754	0	45.1686	82.9272	5.63373	64.1403	8.72665	2.90888	296.204	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-81564.6
112.5	3532.81	4906.68	810.623	6.87549	8.01754	0	45.1853	82.9442	5.6358	64.1403	8.72665	2.90888	308.58	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-316145
112.8	3540.45	4917.29	811.635	6.87549	8.01754	0	45.283	83.0477	5.64799	64.1403	8.72665	2.90888	320.956	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-479186
113.1	3550.91	4931.83	813.024	6.87549	8.01754	0	45.4168	83.1898	5.66468	64.1403	8.72665	2.90888	333.332	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-504627
113.4	3559.79	4944.16	814.198	6.87549	8.01754	0	45.5304	83.3099	5.67885	64.1403	8.72665	2.90888	345.708	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-389206
113.7	3563.84	4949.79	814.736	6.87549	8.01754	0	45.5822	83.365	5.68531	64.1403	8.72665	2.90888	358.083	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-182366
114	3561.77	4946.91	814.469	6.87549	8.01754	0	45.5557	83.3377	5.682	64.1403	8.72665	2.90888	10.4593	12.3759	8	0	-8	0	0	0	0	0	0	0	0	36089
114.3	3554.24	4936.45	813.484	6.87549	8.01754	0	45.4594	83.2368	5.66999	64.1403	8.72665	2.90888	22.8352	12.3759	8	0	-8	0	0	0	0	0	0	0	0	182646
114.6	3543.87	4922.04	812.112	6.87549	8.01754	0	45.3267	83.0965	5.65345	64.1403	8.72665	2.90888	35.211	12.3759	8	0	-8	0	0	0	0	0	0	0	0	197599
114.9	3534.8	4909.44	810.902	6.87549	8.01754	0	45.2107	82.9726	5.63898	64.1403	8.72665	2.90888	47.5869	12.3759	8	0	-8	0	0	0	0	0	0	0	0	68193.3
115.2	3531.13	4904.35	810.405	6.87549	8.01754	0	45.1638	82.9218	5.63313	64.1403	8.72665	2.90888	59.9628	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-156112
115.5	3534.56	4909.12	810.856	6.87549	8.01754	0	45.2077	82.9679	5.6386	64.1403	8.72665	2.90888	72.3387	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-378943
115.8	3543.51	4921.55	812.043	6.87549	8.01754	0	45.3222	83.0894	5.65288	64.1403	8.72665	2.90888	84.7146	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-504363
116.1	3553.94	4936.03	813.426	6.87549	8.01754	0	45.4556	83.2309	5.66952	64.1403	8.72665	2.90888	97.0905	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-484341
116.4	3561.61	4946.69	814.441	6.87549	8.01754	0	45.5536	83.3348	5.68175	64.1403	8.72665	2.90888	109.466	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-333735
116.7	3563.85	4949.8	814.742	6.87549	8.01754	0	45.5823	83.3656	5.68533	64.1403	8.72665	2.90888	121.842	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-114006
117	3559.96	4944.39	814.236	6.87549	8.01754	0	45.5325	83.3138	5.67911	64.1403	8.72665	2.90888	134.218	12.3759	8	0	-8	0	0	0	0	0	0	0	0	91224.6
117.3	3551.2	4932.22	813.087	6.87549	8.01754	0	45.4205	83.1962	5.66514	64.1403	8.72665	2.90888	146.594	12.3759	8	0	-8	0	0	0	0	0	0	0	0	202666
117.6	3540.74	4917.7	811.7	6.87549	8.01754	0	45.2867	83.0543	5.64846	64.1403	8.72665	2.90888	158.97	12.3759	8	0	-8	0	0	0	0	0	0	0	0	172676
117.9	3532.94	4906.87	810.657	6.87549	8.01754	0	45.187	82.9475	5.63602	64.1403	8.72665	2.90888	171.346	12.3759	8	0	-8	0	0	0	0	0	0	0	0	6739.92
118.2	3531.4	4904.73	810.443	6.87549	8.01754	0	45.1673	82.9257	5.63356	64.1403	8.72665	2.90888	183.722	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-228104
118.5	3536.84	4912.27	811.16	6.87549	8.01754	0	45.2368	82.9991	5.64223	64.1403	8.72665	2.90888	196.098	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-429792
118.8	3546.72	4926.01	812.472	6.87549	8.01754	0	45.3632	83.1333	5.658	64.1403	8.72665	2.90888	208.473	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-512989
119.1	3556.71	4939.87	813.794	6.87549	8.01754	0	45.4909	83.2685	5.67393	64.1403	8.72665	2.90888	220.849	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-449033
119.4	3562.93	4948.52	814.617	6.87549	8.01754	0	45.5705	83.3528	5.68385	64.1403	8.72665	2.90888	233.225	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-269306
119.7	3563.3	4949.02	814.67	6.87549	8.01754	0	45.5752	83.3582	5.68444	64.1403	8.72665	2.90888	245.601	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-44801.7
120	3557.71	4941.27	813.941	6.87549	8.01754	0	45.5038	83.2836	5.67553	64.1403	8.72665	2.90888	257.977	12.3759	8	0	-8	0	0	0	0	0	0	0	0	139280
120.3	3548.03	4927.83	812.667	6.87549	8.01754	0	45.38	83.1533	5.66009	64.1403	8.72665	2.90888	270.353	12.3759	8	0	-8	0	0	0	0	0	0	0	0	210599
120.6	3537.91	4913.77	811.32	6.87549	8.01754	0	45.2505	83.0154	5.64394	64.1403	8.72665	2.90888	282.729	12.3759	8	0	-8	0	0	0	0	0	0	0	0	135694
120.9	3531.75	4905.22	810.492	6.87549	8.01754	0	45.1718	82.9307	5.63412	64.1403	8.72665	2.90888	295.105	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-60951.8
121.2	3532.41	4906.13	810.571	6.87549	8.01754	0	45.1802	82.9388	5.63517	64.1403	8.72665	2.90888	307.48	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-297069
121.5	3539.6	4916.11	811.523	6.87549	8.01754	0	45.2721	83.0362	5.64663	64.1403	8.72665	2.90888	319.856	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-469923
121.8	3549.99	4930.54	812.902	6.87549	8.01754	0	45.405	83.1773	5.66321	64.1403	8.72665	2.90888	332.232	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-508606
122.1	3559.16	4943.29	814.115	6.87549	8.01754	0	45.5223	83.3014	5.67785	64.1403	8.72665	2.90888	344.608	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-404235
122.4	3563.73	4949.63	814.721	6.87549	8.01754	0	45.5807	83.3634	5.68513	64.1403	8.72665	2.90888	356.984	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-202498
122.7	3562.2	4947.5	814.526	6.87549	8.01754	0	45.5612	83.3435	5.68269	64.1403	8.72665	2.90888	9.35986	12.3759	8	0	-8	0	0	0	0	0	0	0	0	18491.7
123	3555.08	4937.61	813.594	6.87549	8.01754	0	45.4701	83.2481	5.67133	64.1403	8.72665	2.90888	21.7357	12.3759	8	0	-8	0	0	0	0	0	0	0	0	174442
123.3	3544.81	4923.35	812.237	6.87549	8.01754	0	45.3387	83.1093	5.65494	64.1403	8.72665	2.90888	34.1116	12.3759	8	0	-8	0	0	0	0	0	0	0	0	202503
123.6	3535.44	4910.33	810.988	6.87549	8.01754	0	45.2189	82.9814	5.64	64.1403	8.72665	2.90888	46.4875	12.3759	8	0	-8	0	0	0	0	0	0	0	0	84882.4
123.9	3531.18	4904.41	810.411	6.87549	8.01754	0	45.1644	82.9225	5.6332	64.1403	8.72665	2.90888	58.8634	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-134441
124.2	3533.99	4908.33	810.781	6.87549	8.01754	0	45.2004	82.9602	5.63769	64.1403	8.72665	2.90888	71.2393	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-361667
124.5	3542.6	4920.28	811.922	6.87549	8.01754	0	45.3105	83.077	5.65142	64.1403	8.72665	2.90888	83.6151	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-498589
124.8	3553.08	4934.83	813.312	6.87549	8.01754	0	45.4445	83.2192	5.66814	64.1403	8.72665	2.90888	95.991	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-491742
125.1	3561.13	4946.02	814.377	6.87549	8.01754	0	45.5475	83.3283	5.68099	64.1403	8.72665	2.90888	108.367	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-350832
125.4	3563.91	4949.88	814.749	6.87549	8.01754	0	45.5831	83.3663	5.68542	64.1403	8.72665	2.90888	120.743	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-133976
125.7	3560.54	4945.2	814.312	6.87549	8.01754	0	45.54	83.3215	5.68004	64.1403	8.72665	2.90888	133.119	12.3759	8	0	-8	0	0	0	0	0	0	0	0	75955
126	3552.12	4933.5	813.207	6.87549	8.01754	0	45.4322	83.2085	5.6666	64.1403	8.72665	2.90888	145.495	12.3759	8	0	-8	0	0	0	0	0	0	0	0	198267
126.3	3541.64	4918.95	811.819	6.87549	8.01754	0	45.2982	83.0665	5.64989	64.1403	8.72665	2.90888	157.87	12.3759	8	0	-8	0	0	0	0	0	0	0	0	181506
126.6	3533.43	4907.54	810.721	6.87549	8.01754	0	45.1932	82.9541	5.63679	64.1403	8.72665	2.90888	170.246	12.3759	8	0	-8	0	0	0	0	0	0	0	0	25700.1
126.9	3531.26	4904.53	810.423	6.87549	8.01754	0	45.1654	82.9236	5.63333	64.1403	8.72665	2.90888	182.622	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-207032
127.2	3536.12	4911.29	811.065	6.87549	8.01754	0	45.2277	82.9894	5.64109	64.1403	8.72665	2.90888	194.998	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-415783
127.5	3545.78	4924.7	812.346	6.87549	8.01754	0	45.3512	83.1204	5.6565	64.1403	8.72665	2.90888	207.374	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-511686
127.8	3555.94	4938.8	813.691	6.87549	8.01754	0	45.4811	83.2581	5.6727	64.1403	8.72665	2.90888	219.75	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-460333
128.1	3562.6	4948.06	814.573	6.87549	8.01754	0	45.5664	83.3483	5.68333	64.1403	8.72665	2.90888	232.126	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-288474
128.4	3563.52	4949.34	814.699	6.87549	8.01754	0	45.5781	83.3612	5.6848	64.1403	8.72665	2.90888	244.502	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-64555.2
128.7	3558.42	4942.26	814.034	6.87549	8.01754	0	45.5129	83.2931	5.67667	64.1403	8.72665	2.90888	256.877	12.3759	8	0	-8	0	0	0	0	0	0	0	0	126437
129	3548.98	4929.14	812.792	6.87549	8.01754	0	45.3921	83.166	5.6616	64.1403	8.72665	2.90888	269.253	12.3759	8	0	-8	0	0	0	0	0	0	0	0	209833
129.3	3538.72	4914.89	811.427	6.87549	8.01754	0	45.2608	83.0264	5.64523	64.1403	8.72665	2.90888	281.629	12.3759	8	0	-8	0	0	0	0	0	0	0	0	147865
129.6	3532.05	4905.63	810.532	6.87549	8.01754	0	45.1755	82.9348	5.63459	64.1403	8.72665	2.90888	294.005	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-40602.6
129.9	3532.07	4905.65	810.526	6.87549	8.01754	0	45.1758	82.9342	5.63462	64.1403	8.72665	2.90888	306.381	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-277425
130.2	3538.77	4914.95	811.413	6.87549	8.01754	0	45.2614	83.0249	5.6453	64.1403	8.72665	2.90888	318.757	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-459528
130.5	3549.05	4929.24	812.778	6.87549	8.01754	0	45.393	83.1646	5.66172	64.1403	8.72665	2.90888	331.133	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-511407
130.8	3558.49	4942.36	814.027	6.87549	8.01754	0	45.5138	83.2924	5.67678	64.1403	8.72665	2.90888	343.509	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-418499
131.1	3563.57	4949.4	814.699	6.87549	8.01754	0	45.5786	83.3612	5.68487	64.1403	8.72665	2.90888	355.885	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-222487
131.4	3562.59	4948.04	814.577	6.87549	8.01754	0	45.5662	83.3487	5.68331	64.1403	8.72665	2.90888	8.26043	12.3759	8	0	-8	0	0	0	0	0	0	0	0	343.72
131.7	3555.89	4938.73	813.7	6.87549	8.01754	0	45.4804	83.259	5.67262	64.1403	8.72665	2.90888	20.6363	12.3759	8	0	-8	0	0	0	0	0	0	0	0	165170
132	3545.75	4924.66	812.363	6.87549	8.01754	0	45.3508	83.1221	5.65645	64.1403	8.72665	2.90888	33.0122	12.3759	8	0	-8	0	0	0	0	0	0	0	0	206122
132.3	3536.12	4911.28	811.079	6.87549	8.01754	0	45.2276	82.9908	5.64108	64.1403	8.72665	2.90888	45.3881	12.3759	8	0	-8	0	0	0	0	0	0	0	0	100662
132.6	3531.28	4904.55	810.426	6.87549	8.01754	0	45.1657	82.9239	5.63336	64.1403	8.72665	2.90888	57.764	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-112910
132.9	3533.47	4907.6	810.711	6.87549	8.01754	0	45.1937	82.9532	5.63686	64.1403	8.72665	2.90888	70.1398	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-343723
133.2	3541.7	4919.03	811.803	6.87549	8.01754	0	45.299	83.0648	5.64999	64.1403	8.72665	2.90888	82.5157	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-491724
133.5	3552.2	4933.61	813.195	6.87549	8.01754	0	45.4332	83.2073	5.66673	64.1403	8.72665	2.90888	94.8916	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-498131
133.8	3560.61	4945.3	814.308	6.87549	8.01754	0	45.5409	83.3212	5.68016	64.1403	8.72665	2.90888	107.267	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-367386
134.1	3563.92	4949.89	814.749	6.87549	8.01754	0	45.5832	83.3663	5.68543	64.1403	8.72665	2.90888	119.643	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-154092
134.4	3561.08	4945.95	814.381	6.87549	8.01754	0	45.5468	83.3287	5.6809	64.1403	8.72665	2.90888	132.019	12.3759	8	0	-8	0	0	0	0	0	0	0	0	59937.8
134.7	3553.01	4934.74	813.324	6.87549	8.01754	0	45.4436	83.2205	5.66803	64.1403	8.72665	2.90888	144.395	12.3759	8	0	-8	0	0	0	0	0	0	0	0	192705
135	3542.55	4920.21	811.94	6.87549	8.01754	0	45.3098	83.0788	5.65134	64.1403	8.72665	2.90888	156.771	12.3759	8	0	-8	0	0	0	0	0	0	0	0	189160
135.3	3533.96	4908.28	810.792	6.87549	8.01754	0	45.2	82.9614	5.63764	64.1403	8.72665	2.90888	169.147	12.3759	8	0	-8	0	0	0	0	0	0	0	0	44011.3
135.6	3531.16	4904.4	810.41	6.87549	8.01754	0	45.1642	82.9224	5.63318	64.1403	8.72665	2.90888	181.523	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-185760
135.9	3535.45	4910.35	810.975	6.87549	8.01754	0	45.219	82.9802	5.64002	64.1403	8.72665	2.90888	193.899	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-400828
136.2	3544.84	4923.39	812.221	6.87549	8.01754	0	45.3391	83.1076	5.655	64.1403	8.72665	2.90888	206.275	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-509145
136.5	3555.14	4937.69	813.585	6.87549	8.01754	0	45.4708	83.2472	5.67142	64.1403	8.72665	2.90888	218.65	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-470628
136.8	3562.23	4947.55	814.523	6.87549	8.01754	0	45.5616	83.3432	5.68274	64.1403	8.72665	2.90888	231.026	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-307170
137.1	3563.7	4949.59	814.722	6.87549	8.01754	0	45.5804	83.3635	5.68509	64.1403	8.72665	2.90888	243.402	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-84519
137.4	3559.1	4943.2	814.122	6.87549	8.01754	0	45.5215	83.3022	5.67774	64.1403	8.72665	2.90888	255.778	12.3759	8	0	-8	0	0	0	0	0	0	0	0	112795
137.7	3549.92	4930.45	812.916	6.87549	8.01754	0	45.4041	83.1787	5.6631	64.1403	8.72665	2.90888	268.154	12.3759	8	0	-8	0	0	0	0	0	0	0	0	207952
138	3539.55	4916.05	811.539	6.87549	8.01754	0	45.2715	83.0378	5.64656	64.1403	8.72665	2.90888	280.53	12.3759	8	0	-8	0	0	0	0	0	0	0	0	159066
138.3	3532.4	4906.11	810.579	6.87549	8.01754	0	45.18	82.9396	5.63515	64.1403	8.72665	2.90888	292.906	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-20572.1
138.6	3531.77	4905.24	810.487	6.87549	8.01754	0	45.172	82.9302	5.63414	64.1403	8.72665	2.90888	305.282	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-257246
138.9	3537.96	4913.84	811.306	6.87549	8.01754	0	45.2512	83.014	5.64402	64.1403	8.72665	2.90888	317.657	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-448004
139.2	3548.11	4927.93	812.653	6.87549	8.01754	0	45.3809	83.1518	5.66021	64.1403	8.72665	2.90888	330.033	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-513011
139.5	3557.79	4941.38	813.934	6.87549	8.01754	0	45.5048	83.2829	5.67566	64.1403	8.72665	2.90888	342.409	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-431919
139.8	3563.35	4949.11	814.671	6.87549	8.01754	0	45.5759	83.3583	5.68453	64.1403	8.72665	2.90888	354.785	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-242270
140.1	3562.93	4948.51	814.621	6.87549	8.01754	0	45.5705	83.3532	5.68385	64.1403	8.72665	2.90888	7.16101	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-18312.2
140.4	3556.67	4939.82	813.803	6.87549	8.01754	0	45.4904	83.2695	5.67387	64.1403	8.72665	2.90888	19.5369	12.3759	8	0	-8	0	0	0	0	0	0	0	0	154853
140.7	3546.7	4925.97	812.489	6.87549	8.01754	0	45.3629	83.1351	5.65796	64.1403	8.72665	2.90888	31.9128	12.3759	8	0	-8	0	0	0	0	0	0	0	0	208503
141	3536.84	4912.28	811.176	6.87549	8.01754	0	45.2368	83.0007	5.64223	64.1403	8.72665	2.90888	44.2887	12.3759	8	0	-8	0	0	0	0	0	0	0	0	115508
141.3	3531.44	4904.78	810.448	6.87549	8.01754	0	45.1677	82.9262	5.63361	64.1403	8.72665	2.90888	56.6645	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-91567
141.6	3533	4906.95	810.649	6.87549	8.01754	0	45.1877	82.9468	5.6361	64.1403	8.72665	2.90888	69.0404	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-325146
