# Sensor: Rotor
# Record count: 404
# Storage mode: Memory
# Datetime of save: 2026-04-08T11:32:51
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
28.2	4985.86	6203.38	1015.04	7.67509	9.55163	0	63.6525	103.669	7.10549	71.6657	7.8175	2.60583	270.715	13.8152	7.50298	-0.231878	-7.49925	0.0464845	0	0	0	1.77103	-0.0218244	-0.0218244	-0.0218244	-1.06232e+06
28.5	5186.06	6434.16	1030.1	7.69691	9.6046	0	66.2083	105.207	7.36985	71.8694	7.79534	2.59845	284.516	13.8544	7.48281	-0.35234	-7.47384	0.100403	0	0	0	2.6991	-0.0214794	-0.0214794	-0.0214794	-903272
28.8	5051.07	6249.06	1026.8	7.71864	9.62247	0	64.4851	104.871	7.15782	72.0723	7.77339	2.59113	298.351	13.8935	7.49001	-0.195835	-7.48136	0.301923	0	0	0	1.49946	-0.00903839	-0.00903839	-0.00903839	-183380
29.1	4751.57	5866.28	1012.89	7.73473	10.0843	0	60.6614	103.45	6.71938	72.2226	7.75722	2.58574	312.225	13.9225	7.1619	-0.0514572	-7.15806	0.228747	0	0	0	0.411875	0.00676202	0.00676202	0.00676202	603498
29.4	4611.26	5685.2	1001.62	7.74543	10.1095	0	58.8702	102.298	6.51196	72.3225	7.7465	2.58217	326.133	13.9418	7.15394	0.00293568	-7.15261	0.138005	0	0	0	-0.0235162	-0.000304491	-0.000304491	-0.000304491	225370
29.7	4436.76	5465.17	990.769	7.75236	10.2136	0	56.6424	101.19	6.25994	72.3872	7.73958	2.57986	340.065	13.9542	7.08732	-0.00861202	-7.07765	0.370124	0	0	0	0.069717	-0.0181924	-0.0181924	-0.0181924	-758282
30	4373.28	5384.29	977.138	7.75622	9.9058	0	55.8319	99.7979	6.16729	72.4233	7.73573	2.57858	354.013	13.9612	7.3112	0.0169907	-7.30149	0.376209	0	0	0	-0.133328	-0.0419358	-0.0419358	-0.0419358	-2.50686e+06
30.3	4320.03	5316.85	971.92	7.75896	9.77736	0	55.1521	99.265	6.09005	72.4488	7.73299	2.57766	7.97046	13.9661	7.40986	0.240383	-7.39268	0.443347	0	0	0	-1.86239	-0.0393913	-0.0393913	-0.0393913	-1.24291e+06
30.6	4768.02	5863.25	1010.33	7.76552	9.98168	0	60.8714	103.188	6.71591	72.5101	7.72646	2.57549	21.9341	13.9779	7.26432	0.359061	-7.24921	0.300681	0	0	0	-2.8356	-0.0165423	-0.0165423	-0.0165423	-840358
30.9	5181.17	6358.5	1044.62	7.78116	9.96163	0	66.1459	106.69	7.28318	72.6561	7.71093	2.57031	35.9062	14.0061	7.2936	0.605233	-7.26149	0.317718	0	0	0	-4.76449	-0.0262616	-0.0262616	-0.0262616	-956382
31.2	5090.18	6231.77	1038.37	7.79997	10.1729	0	64.9843	106.052	7.13802	72.8318	7.69233	2.56411	49.8982	14.04	7.15941	0.534384	-7.13527	0.24367	0	0	0	-4.28307	-0.0162301	-0.0162301	-0.0162301	-326677
31.5	4633.53	5664.22	999.805	7.81166	10.1851	0	59.1545	102.113	6.48793	72.941	7.68082	2.56027	63.9212	14.061	7.16154	0.463429	-7.14541	0.126335	0	0	0	-3.71083	0.000252483	0.000252483	0.000252483	-619.631
31.8	4541.25	5547.37	997.381	7.81735	10.1887	0	57.9763	101.865	6.35409	72.994	7.67524	2.55841	77.9717	14.0712	7.16419	0.366002	-7.15371	0.126537	0	0	0	-2.92884	-0.0200028	-0.0200028	-0.0200028	-738790
32.1	4364.44	5329.5	984.094	7.82012	10.1372	0	55.7191	100.508	6.10453	73.02	7.67251	2.5575	92.0378	14.0762	7.2032	0.582507	-7.17407	0.281942	0	0	0	-4.64201	-0.0144819	-0.0144819	-0.0144819	-320226
32.4	4032.88	4926.86	958.574	7.81657	9.99148	0	51.4861	97.9019	5.64334	72.9868	7.676	2.55867	106.111	14.0698	7.3049	0.535663	-7.28236	0.204759	0	0	0	-4.20689	-0.00665251	-0.00665251	-0.00665251	-73320.1
32.7	4380.87	5354.1	980.166	7.81349	9.86412	0	55.9288	100.107	6.13272	72.958	7.67903	2.55968	120.185	14.0643	7.39631	0.428763	-7.38256	0.138875	0	0	0	-3.32388	-0.0584166	-0.0584166	-0.0584166	-2.97862e+06
33	4578.46	5592.99	999.112	7.81713	9.8285	0	58.4515	102.042	6.40634	72.992	7.67545	2.55848	134.252	14.0708	7.42656	0.460238	-7.41047	0.164146	0	0	0	-3.55387	-0.0548576	-0.0548576	-0.0548576	-1.46205e+06
33.3	5040.82	6150.18	1037.55	7.82681	10.0294	0	64.3541	105.968	7.04456	73.0824	7.66596	2.55532	148.319	14.0883	7.28682	0.319515	-7.27918	0.09632	0	0	0	-2.51335	-0.0122338	-0.0122338	-0.0122338	-1.04339e+06
33.6	4977.21	6061.91	1040.05	7.84057	10.1968	0	63.542	106.223	6.94345	73.2108	7.65251	2.55084	162.399	14.113	7.17979	0.136984	-7.17426	0.246248	0	0	0	-1.09386	-0.0278037	-0.0278037	-0.0278037	-636239
33.9	4992.01	6069.56	1041.41	7.85397	10.2951	0	63.731	106.363	6.95222	73.336	7.63945	2.54648	176.499	14.1371	7.12337	0.0670805	-7.10798	0.463135	0	0	0	-0.540704	-0.00851625	-0.00851625	-0.00851625	56199.6
34.2	4499.07	5465.51	1006.29	7.86074	10.4988	0	57.4379	102.775	6.26033	73.3992	7.63287	2.54429	190.624	14.1493	6.99119	0.111129	-6.95282	0.722943	0	0	0	-0.9157	1.78477e-05	1.78477e-05	1.78477e-05	-636095
34.5	4213.99	5119.79	977.811	7.85981	10.4079	0	53.7983	99.8666	5.86433	73.3906	7.63377	2.54459	204.768	14.1477	7.05142	0.0936179	-7.03376	0.489956	0	0	0	-0.76255	-0.0156731	-0.0156731	-0.0156731	439689
34.8	4066.21	4943.97	966.429	7.8539	10.4109	0	51.9117	98.7042	5.66294	73.3353	7.63952	2.54651	218.916	14.137	7.04411	0.200653	-7.01559	0.600647	0	0	0	-1.63827	0.00772669	0.00772669	0.00772669	794667
35.1	4108.68	5000.31	962.065	7.84652	10.1698	0	52.4539	98.2584	5.72747	73.2664	7.64671	2.5489	233.058	14.1237	7.20434	0.154221	-7.17952	0.577227	0	0	0	-1.23056	-0.0109825	-0.0109825	-0.0109825	255606
35.4	4440.82	5406.25	985.034	7.844	10.2049	0	56.6942	100.604	6.19245	73.2429	7.64915	2.54972	247.189	14.1192	7.17724	0.174988	-7.1611	0.448037	0	0	0	-1.3998	-0.050149	-0.050149	-0.050149	-1.75001e+06
35.7	4654.48	5663.9	1003.62	7.84742	9.99354	0	59.4219	102.502	6.48757	73.2748	7.64583	2.54861	261.31	14.1254	7.33222	0.0545365	-7.32417	0.339225	0	0	0	-0.426622	-0.0312171	-0.0312171	-0.0312171	-685635
36	4649.17	5653.82	1007.23	7.85244	9.72379	0	59.3541	102.872	6.47602	73.3217	7.64094	2.54698	275.433	14.1344	7.54044	-0.0614437	-7.53533	0.270684	0	0	0	0.467184	-0.000786365	-0.000786365	-0.000786365	591538
36.3	4748.1	5769.8	1019.38	7.85832	9.86947	0	60.6171	104.112	6.60887	73.3766	7.63522	2.54507	289.563	14.145	7.43471	0.064838	-7.43229	0.178214	0	0	0	-0.499826	-0.0272285	-0.0272285	-0.0272285	-1.43483e+06
36.6	4688.02	5691.72	1022.36	7.86534	9.93236	0	59.8501	104.417	6.51943	73.4422	7.6284	2.5428	303.702	14.1576	7.39423	-0.00996012	-7.39318	0.124159	0	0	0	0.077189	-0.0119536	-0.0119536	-0.0119536	574600
36.9	4144.53	5032.34	980.895	7.86461	9.8917	0	52.9116	100.182	5.76416	73.4353	7.62911	2.54304	317.854	14.1563	7.42393	0.225526	-7.41606	0.256675	0	0	0	-1.74185	0.0536769	0.0536769	0.0536769	3.07119e+06
37.2	4091.26	4972.31	969.417	7.85725	9.71394	0	52.2315	99.0093	5.6954	73.3666	7.63626	2.54542	332.01	14.1431	7.55271	0.25279	-7.5454	0.215671	0	0	0	-1.91884	0.00749411	0.00749411	0.00749411	950750
37.5	4008.48	4876.25	957.523	7.84992	9.70456	0	51.1747	97.7946	5.58537	73.2982	7.64339	2.5478	346.16	14.1299	7.55296	0.258299	-7.54505	0.229658	0	0	0	-1.96071	-0.0363137	-0.0363137	-0.0363137	-65324.4
37.8	4466.87	5436.43	996.278	7.84623	9.67853	0	57.0267	101.753	6.22701	73.2637	7.64699	2.549	0.296641	14.1232	7.56971	0.0258488	-7.56571	0.24487	0	0	0	-0.195755	0.000559282	0.000559282	0.000559282	481757
38.1	4623.75	5625.56	1012.55	7.84874	9.72155	0	59.0296	103.415	6.44365	73.2872	7.64454	2.54818	14.4232	14.1277	7.53863	0.0766263	-7.53642	0.165519	0	0	0	-0.582533	-0.0147468	-0.0147468	-0.0147468	-235359
38.4	4498.38	5470.48	997.962	7.85239	9.72253	0	57.429	101.925	6.26602	73.3213	7.64098	2.54699	28.5487	14.1343	7.54138	-0.158606	-7.5386	0.129195	0	0	0	1.20528	-0.0140843	-0.0140843	-0.0140843	603165
38.7	4221.64	5135.06	970.856	7.85068	9.58448	0	53.896	99.1563	5.88182	73.3052	7.64265	2.54755	42.6797	14.1312	7.64833	-0.339385	-7.64033	-0.0836971	0	0	0	2.54342	0.000843418	0.000843418	0.000843418	-89523
39	4067.1	4950.63	958.858	7.84504	9.30815	0	51.9231	97.9309	5.67057	73.2526	7.64814	2.54938	56.8124	14.1211	7.86973	-0.205804	-7.86701	-0.0225923	0	0	0	1.49854	-0.0109673	-0.0109673	-0.0109673	733601
39.3	4426.95	5390.69	991.597	7.84208	9.2513	0	56.5171	101.275	6.17462	73.225	7.65103	2.55034	70.9386	14.1157	7.9151	-0.28927	-7.90899	0.114335	0	0	0	2.09465	0.0345728	0.0345728	0.0345728	2.81064e+06
39.6	4347.74	5294.99	991.168	7.84096	9.2049	0	55.5059	101.231	6.06501	73.2145	7.65212	2.55071	85.057	14.1137	7.95386	-0.0740971	-7.95309	0.0823449	0	0	0	0.533796	0.0326608	0.0326608	0.0326608	1.97257e+06
39.9	4170.02	5080.44	970.154	7.83804	9.43922	0	53.237	99.0846	5.81926	73.1873	7.65497	2.55166	99.1717	14.1085	7.75353	-0.170994	-7.75129	0.0747389	0	0	0	1.26375	-0.028486	-0.028486	-0.028486	-105473
40.2	4527.37	5516.18	997.526	7.83753	9.20261	0	57.7992	101.88	6.31836	73.1825	7.65547	2.55182	113.283	14.1076	7.95237	-0.135342	-7.95076	-0.0852819	0	0	0	0.975222	-0.0263542	-0.0263542	-0.0263542	-426870
40.5	4804.42	5849.45	1031.2	7.84328	9.26846	0	61.3362	105.319	6.7001	73.2362	7.64986	2.54995	127.391	14.1179	7.90165	-0.329682	-7.88924	-0.295549	0	0	0	2.39293	-0.0102467	-0.0102467	-0.0102467	-21014.3
40.8	4364.95	5311.81	990.126	7.84709	9.22708	0	55.7256	101.124	6.08427	73.2717	7.64615	2.54872	141.504	14.1248	7.94095	-0.288369	-7.92862	-0.335484	0	0	0	2.08297	-0.0131117	-0.0131117	-0.0131117	-126786
41.1	4306.1	5241.1	987.56	7.84573	8.87391	0	54.9743	100.862	6.00328	73.259	7.64747	2.54916	155.625	14.1223	8.25556	-0.281209	-8.2454	-0.297576	0	0	0	1.95331	-0.00285451	-0.00285451	-0.00285451	334066
41.4	4198.27	5111.96	976.627	7.84248	8.97188	0	53.5976	99.7457	5.85537	73.2287	7.65064	2.55021	169.748	14.1165	8.16203	-0.481013	-8.14231	-0.300139	0	0	0	3.38086	0.0172429	0.0172429	0.0172429	1.73892e+06
41.7	4320.15	5262.41	974.962	7.83944	8.99971	0	55.1536	99.5756	6.02769	73.2003	7.65361	2.5512	183.868	14.111	8.13363	-0.716711	-8.09633	-0.302689	0	0	0	5.0588	0.0276915	0.0276915	0.0276915	2.34446e+06
42	4368.28	5321.82	980.879	7.8383	9.05459	0	55.7681	100.18	6.09573	73.1896	7.65472	2.55157	197.982	14.1089	8.08315	-0.634436	-8.05495	-0.229357	0	0	0	4.50351	0.0222613	0.0222613	0.0222613	2.19046e+06
42.3	4164.75	5075.75	968.767	7.83537	9.14857	0	53.1697	98.943	5.81389	73.1623	7.65758	2.55253	212.092	14.1037	7.99713	-0.702227	-7.96168	-0.269581	0	0	0	5.04049	0.00585302	0.00585302	0.00585302	1.08216e+06
42.6	4338.86	5289.86	989.9	7.83253	9.22286	0	55.3925	101.101	6.05914	73.1358	7.66036	2.55345	226.198	14.0986	7.92984	-0.744108	-7.89477	-0.0369172	0	0	0	5.38441	-0.0105599	-0.0105599	-0.0105599	240894
42.9	4430.07	5401.13	991.534	7.83245	9.33202	0	56.557	101.268	6.18659	73.135	7.66044	2.55348	240.299	14.0984	7.837	-0.632773	-7.81141	0.00539198	0	0	0	4.63121	-0.0278656	-0.0278656	-0.0278656	-1.15337e+06
43.2	4394.87	5357.75	981.131	7.83312	9.28022	0	56.1075	100.206	6.13689	73.1413	7.65979	2.55326	254.397	14.0996	7.88141	-0.575565	-7.85951	0.116496	0	0	0	4.18839	-0.0412109	-0.0412109	-0.0412109	-1.43333e+06
43.5	4192.3	5112.03	964.545	7.83123	9.25183	0	53.5214	98.5118	5.85545	73.1236	7.66164	2.55388	268.496	14.0962	7.9037	-0.423259	-7.88857	0.244318	0	0	0	3.07124	-0.0222663	-0.0222663	-0.0222663	-471103
43.8	4022.32	4908.61	954.23	7.82509	9.4146	0	51.3513	97.4583	5.62243	73.0663	7.66764	2.55588	282.594	14.0852	7.76096	-0.314155	-7.75368	0.119463	0	0	0	2.32018	0.000441142	0.000441142	0.000441142	278423
44.1	4224.51	5158.79	970.998	7.81988	9.34897	0	53.9327	99.1708	5.909	73.0177	7.67275	2.55758	296.685	14.0758	7.81024	-0.326659	-7.80312	-0.0663471	0	0	0	2.39715	0.019716	0.019716	0.019716	2.15576e+06
44.4	4114.09	5026.83	964.483	7.81539	9.50606	0	52.5229	98.5055	5.75785	72.9757	7.67716	2.55905	310.766	14.0677	7.67676	-0.378127	-7.66728	0.0497189	0	0	0	2.82336	0.0367662	0.0367662	0.0367662	2.33634e+06
44.7	4198.14	5132.54	971.394	7.8108	9.44555	0	53.596	99.2112	5.87894	72.9329	7.68167	2.56056	324.837	14.0594	7.7214	-0.330231	-7.7118	0.197814	0	0	0	2.452	0.0153778	0.0153778	0.0153778	1.34178e+06
45	4303.23	5262.35	978.937	7.80882	9.40562	0	54.9376	99.9816	6.02763	72.9144	7.68362	2.56121	338.901	14.0559	7.75222	-0.38598	-7.74218	0.081681	0	0	0	2.85407	-0.00162753	-0.00162753	-0.00162753	903101
45.3	4304.33	5264.41	972.412	7.80778	9.49688	0	54.9517	99.3152	6.02998	72.9047	7.68464	2.56155	352.959	14.054	7.6767	-0.497504	-7.65872	0.16789	0	0	0	3.71666	0.00187692	0.00187692	0.00187692	833622
45.6	4262.52	5214.29	962.746	7.80624	9.45485	0	54.4179	98.328	5.97258	72.8903	7.68616	2.56205	7.01345	14.0512	7.70931	-0.577722	-7.68356	0.249963	0	0	0	4.29994	-0.0205173	-0.0205173	-0.0205173	-635597
45.9	4088.9	5004.02	956.758	7.80295	9.2206	0	52.2014	97.7165	5.73173	72.8596	7.6894	2.56313	21.0661	14.0453	7.90183	-0.375784	-7.8928	-0.0385083	0	0	0	2.72585	-0.0162612	-0.0162612	-0.0162612	361474
46.2	4003.42	4903.48	949.943	7.79648	9.05832	0	51.1101	97.0204	5.61656	72.7992	7.69578	2.56526	35.1143	14.0337	8.03672	-0.439877	-8.02396	-0.106707	0	0	0	3.13784	0.0187807	0.0187807	0.0187807	1.11423e+06
46.5	4431.04	5428.9	984.223	7.79409	8.99797	0	56.5694	100.522	6.2184	72.7768	7.69814	2.56605	49.1538	14.0294	8.08814	-0.431011	-8.07586	-0.112541	0	0	0	3.05499	0.0178101	0.0178101	0.0178101	1.58277e+06
46.8	4342.39	5319.3	977.359	7.79552	8.85428	0	55.4375	99.8205	6.09286	72.7902	7.69673	2.56558	63.1853	14.0319	8.2209	-0.287905	-8.21537	-0.0900873	0	0	0	2.00709	0.0157681	0.0157681	0.0157681	1.77361e+06
47.1	4164.05	5101.97	969.938	7.79381	8.94226	0	53.1608	99.0625	5.84391	72.7743	7.69842	2.56614	77.216	14.0289	8.13824	-0.307641	-8.13022	-0.189211	0	0	0	2.16699	0.022125	0.022125	0.022125	1.70167e+06
47.4	4175.63	5118.31	971.957	7.79052	8.79824	0	53.3086	99.2688	5.86264	72.7436	7.70166	2.56722	91.2464	14.0229	8.26797	-0.172514	-8.26384	-0.196063	0	0	0	1.19592	0.0147488	0.0147488	0.0147488	1.48392e+06
47.7	4407.37	5402.62	988.453	7.79016	8.65378	0	56.2671	100.954	6.18829	72.7402	7.70202	2.56734	105.272	14.0223	8.40559	-0.156907	-8.4022	-0.180073	0	0	0	1.06985	0.0121247	0.0121247	0.0121247	1.38666e+06
48	4080.35	5002.86	956.476	7.78844	8.74506	0	52.0922	97.6876	5.73039	72.7241	7.70373	2.56791	119.295	14.0192	8.31602	-0.324241	-8.30556	-0.262291	0	0	0	2.23564	0.0138348	0.0138348	0.0138348	1.84205e+06
48.3	3870.54	4750.13	936.105	7.78104	8.62119	0	49.4137	95.6071	5.44091	72.655	7.71105	2.57035	133.316	14.0059	8.4275	-0.263164	-8.41185	-0.440633	0	0	0	1.79191	0.00970368	0.00970368	0.00970368	1.45856e+06
48.6	4033.79	4955.25	948.724	7.77354	8.39701	0	51.4978	96.8959	5.67586	72.585	7.71849	2.57283	147.328	13.9924	8.64415	-0.277605	-8.61107	-0.702737	0	0	0	1.84647	0.00598932	0.00598932	0.00598932	979395
48.9	4378.86	5380.28	973.002	7.7719	8.31267	0	55.9032	99.3755	6.1627	72.5697	7.72012	2.57337	161.327	13.9894	8.73001	-0.264804	-8.68778	-0.815724	0	0	0	1.74584	0.0194064	0.0194064	0.0194064	1.94048e+06
49.2	4403.03	5408.53	984.649	7.77399	8.04501	0	56.2117	100.565	6.19506	72.5891	7.71805	2.57268	175.318	13.9932	9.02287	-0.314954	-8.99331	-0.658336	0	0	0	2.00573	0.0327741	0.0327741	0.0327741	2.39638e+06
49.5	4500.37	5525.54	994.032	7.77758	8.1983	0	57.4544	101.523	6.32908	72.6227	7.71448	2.57149	189.309	13.9997	8.85827	-0.332039	-8.8311	-0.608681	0	0	0	2.15324	0.0343091	0.0343091	0.0343091	2.95855e+06
49.8	4152.98	5098.64	968.161	7.77815	8.278	0	53.0194	98.8811	5.8401	72.6281	7.71391	2.5713	203.306	14.0007	8.77362	-0.166636	-8.74806	-0.64814	0	0	0	1.09126	0.0325304	0.0325304	0.0325304	2.22684e+06
50.1	4296.46	5275.7	975.587	7.77682	8.18169	0	54.8512	99.6395	6.04291	72.6156	7.71523	2.57174	217.306	13.9983	8.87538	-0.261821	-8.83171	-0.839437	0	0	0	1.69807	0.0262653	0.0262653	0.0262653	2.26544e+06
50.4	3975.16	4883.36	957.127	7.77333	8.04971	0	50.7493	97.7541	5.59351	72.5831	7.7187	2.5729	231.306	13.992	9.01685	-0.28026	-8.98706	-0.676638	0	0	0	1.78618	0.0199869	0.0199869	0.0199869	1.80738e+06
50.7	3871.63	4760.96	949.271	7.76551	7.98115	0	49.4275	96.9517	5.45332	72.51	7.72647	2.57549	245.301	13.9779	9.08516	-0.0941697	-9.05182	-0.77184	0	0	0	0.596049	0.0198293	0.0198293	0.0198293	2.47716e+06
51	3841.23	4729.16	943.773	7.75636	8.00241	0	49.0395	96.3902	5.41689	72.4246	7.73559	2.57853	259.286	13.9614	9.05034	0.117696	-9.01341	-0.808198	0	0	0	-0.748118	0.027457	0.027457	0.027457	2.54439e+06
51.3	4100.85	5053	961.791	7.7499	7.98108	0	52.354	98.2305	5.78783	72.3642	7.74203	2.58068	273.255	13.9498	9.06697	0.138009	-9.02383	-0.872607	0	0	0	-0.876206	0.0202895	0.0202895	0.0202895	1.70374e+06
51.6	4403.07	5425.26	982.103	7.75009	7.92651	0	56.2122	100.305	6.21422	72.366	7.74185	2.58062	287.211	13.9502	9.12962	0.153368	-9.09271	-0.805597	0	0	0	-0.966324	0.0186447	0.0186447	0.0186447	2.02282e+06
51.9	4579.34	5638.72	999.725	7.75521	8.09874	0	58.4626	102.105	6.45872	72.4138	7.73673	2.57891	301.161	13.9594	8.94137	0.36522	-8.9046	-0.723113	0	0	0	-2.34865	0.0269068	0.0269068	0.0269068	1.95547e+06
52.2	4155.2	5115.05	970.307	7.75735	8.05684	0	53.0478	99.1002	5.85891	72.4338	7.7346	2.5782	315.116	13.9632	8.99035	0.429167	-8.96107	-0.584242	0	0	0	-2.74193	0.012719	0.012719	0.012719	1.55442e+06
52.5	4345.36	5349.03	988.281	7.7575	7.99294	0	55.4754	100.936	6.1269	72.4352	7.73445	2.57815	329.077	13.9635	9.0624	0.45118	-9.03065	-0.609049	0	0	0	-2.86018	0.00947462	0.00947462	0.00947462	1.41061e+06
52.8	4070.95	5012.03	974.309	7.75629	8.01933	0	51.9723	99.509	5.7409	72.4239	7.73565	2.57855	343.04	13.9613	9.03118	0.205335	-9.00958	-0.589469	0	0	0	-1.30559	0.0243949	0.0243949	0.0243949	1.98246e+06
53.1	3689.45	4547.22	936.597	7.74794	7.98267	0	47.1017	95.6573	5.2085	72.346	7.74399	2.58133	357.003	13.9463	9.06288	0.0125635	-9.04613	-0.550613	0	0	0	-0.0795739	0.0340979	0.0340979	0.0340979	3.06125e+06
53.4	3780.57	4666.22	936.15	7.73684	8.13158	0	48.265	95.6116	5.3448	72.2423	7.75511	2.58504	10.9566	13.9263	8.88417	-0.144916	-8.87664	-0.335558	0	0	0	0.935299	0.0373428	0.0373428	0.0373428	3.24877e+06
53.7	3943.02	4871.89	948.894	7.72864	8.04975	0	50.339	96.9133	5.58038	72.1657	7.76333	2.58778	24.8929	13.9116	8.96497	-0.120857	-8.95226	-0.461617	0	0	0	0.773457	0.0218506	0.0218506	0.0218506	1.99186e+06
54	4517.59	5581.31	999.135	7.72933	8.15977	0	57.6743	102.045	6.39297	72.1721	7.76264	2.58755	38.8119	13.9128	8.84488	-0.179133	-8.82762	-0.52227	0	0	0	1.16251	0.0257051	0.0257051	0.0257051	2.84129e+06
54.3	4629.16	5713.67	1009.3	7.73675	8.20969	0	59.0986	103.082	6.54457	72.2414	7.7552	2.58507	52.724	13.9261	8.79953	-0.247497	-8.78928	-0.344976	0	0	0	1.61296	0.0293796	0.0293796	0.0293796	1.6684e+06
54.6	4456.76	5496.02	993.22	7.74359	8.09909	0	56.8977	101.44	6.29527	72.3053	7.74835	2.58278	66.6435	13.9385	8.92758	-0.29005	-8.90417	-0.577449	0	0	0	1.86573	-0.00334144	-0.00334144	-0.00334144	673891
54.9	4092.28	5045.83	965.731	7.74468	8.20593	0	52.2445	98.6329	5.77962	72.3155	7.74725	2.58242	80.5758	13.9404	8.8126	-0.321111	-8.79436	-0.466893	0	0	0	2.09113	-0.00442753	-0.00442753	-0.00442753	397401
55.2	3842.88	4741.92	944.993	7.73881	8.20912	0	49.0606	96.5149	5.43151	72.2607	7.75313	2.58438	94.5152	13.9299	8.80248	-0.333918	-8.79344	-0.218142	0	0	0	2.17467	0.0237699	0.0237699	0.0237699	2.20199e+06
55.5	3817.82	4716.37	937.728	7.72998	8.14664	0	48.7406	95.7729	5.40224	72.1783	7.76198	2.58733	108.45	13.914	8.85988	-0.322126	-8.85137	-0.217035	0	0	0	2.08423	0.0272849	0.0272849	0.0272849	2.49826e+06
55.8	4025.84	4977.38	950.787	7.72374	8.20209	0	51.3963	97.1066	5.70121	72.12	7.76826	2.58942	122.372	13.9027	8.79288	-0.27096	-8.78436	-0.276127	0	0	0	1.76677	0.0264244	0.0264244	0.0264244	2.79088e+06
56.1	4089.79	5058.75	958.123	7.7202	8.26722	0	52.2127	97.8559	5.79442	72.0869	7.77182	2.59061	136.281	13.8964	8.71961	-0.278075	-8.71021	-0.294109	0	0	0	1.82856	0.0196708	0.0196708	0.0196708	1.61082e+06
56.4	4192.97	5187.17	966.961	7.71903	8.39904	0	53.53	98.7585	5.94151	72.076	7.77299	2.591	150.18	13.8943	8.58146	-0.366403	-8.57051	-0.231537	0	0	0	2.448	0.0131194	0.0131194	0.0131194	2.1902e+06
56.7	4696.02	5805.37	1010.19	7.72453	8.57509	0	59.9522	103.174	6.6496	72.1273	7.76747	2.58916	164.075	13.9041	8.41125	-0.485655	-8.39551	-0.169701	0	0	0	3.3107	0.021852	0.021852	0.021852	1.98662e+06
57	4864.72	6004.14	1021.26	7.7371	8.57202	0	62.1059	104.304	6.87729	72.2447	7.75485	2.58495	177.975	13.9268	8.42796	-0.313751	-8.42062	-0.159004	0	0	0	2.13385	0.0168545	0.0168545	0.0168545	2.08707e+06
57.3	4413.33	5440.67	989.739	7.74614	8.63919	0	56.3433	101.085	6.23188	72.3291	7.7458	2.58193	191.89	13.943	8.3722	-0.141477	-8.37	-0.130072	0	0	0	0.968372	0.00946365	0.00946365	0.00946365	1.21219e+06
57.6	4326.77	5331.71	985.382	7.7494	8.67744	0	55.2382	100.64	6.10707	72.3596	7.74253	2.58084	205.825	13.9489	8.33882	-0.19741	-8.33638	-0.0416716	0	0	0	1.35654	0.0216618	0.0216618	0.0216618	2.21259e+06
57.9	3939.9	4856.56	945.774	7.74689	8.79521	0	50.2992	96.5946	5.56282	72.3361	7.74504	2.58168	219.771	13.9444	8.2245	-0.179645	-8.21663	-0.311528	0	0	0	1.25249	0.0273177	0.0273177	0.0273177	2.44905e+06
58.2	3963.75	4889.81	945.273	7.74079	8.80493	0	50.6036	96.5434	5.6009	72.2792	7.75115	2.58372	233.718	13.9334	8.20895	-0.135979	-8.20234	-0.299853	0	0	0	0.949768	0.0104173	0.0104173	0.0104173	1.76393e+06
58.5	4416.9	5449.14	993.399	7.74035	8.75133	0	56.3889	101.459	6.24158	72.2751	7.75158	2.58386	247.657	13.9326	8.25876	-0.192134	-8.25627	-0.0650242	0	0	0	1.3331	0.0162755	0.0162755	0.0162755	2.07737e+06
58.8	4456.96	5495.51	996.683	7.74467	8.77248	0	56.9003	101.794	6.29468	72.3154	7.74726	2.58242	261.59	13.9404	8.24344	-0.00705532	-8.24169	0.169699	0	0	0	0.0490482	0.0297188	0.0297188	0.0297188	2.26961e+06
59.1	4452.09	5486.18	993.143	7.74935	8.78933	0	56.8381	101.433	6.284	72.3591	7.74258	2.58086	275.526	13.9488	8.23261	0.014977	-8.22868	0.254061	0	0	0	-0.104284	0.0136057	0.0136057	0.0136057	1.85615e+06
59.4	4787.33	5892.73	1018.32	7.75797	8.82496	0	61.1179	104.004	6.74967	72.4396	7.73398	2.57799	289.471	13.9643	8.20849	0.00809716	-8.20829	0.0569192	0	0	0	-0.0565201	0.00745249	0.00745249	0.00745249	1.5343e+06
